,Author,Date,Message
3423,Mickey Mouse,"Mar 28, 2018, 4:23 AM",Their state-affairs: so thick the airy crowd 
3424,Mickey Mouse,"Mar 28, 2018, 4:22 AM","Back on thy foes more glorious to return, "
3425,Mickey Mouse,"Mar 28, 2018, 4:22 AM","Plant of the field; which, ere it was in the Earth, "
3426,Mickey Mouse,"Mar 28, 2018, 4:21 AM","That made us, and for us this ample world, "
3427,Mickey Mouse,"Mar 28, 2018, 4:21 AM","O'er shields, and helms, and helmed heads he rode "
3428,William Shakespeare,"Mar 28, 2018, 4:20 AM","As in a cloudy chair, ascending rides "
3429,William Shakespeare,"Mar 28, 2018, 4:18 AM",Higher degree of life; inducement strong 
3430,William Shakespeare,"Mar 28, 2018, 4:18 AM","The swelling gourd, up stood the corny reed "
3431,William Shakespeare,"Mar 28, 2018, 4:17 AM","Of this new glorious world, and me so late "
3432,William Shakespeare,"Mar 28, 2018, 4:17 AM","Their language and their ways?  They also know, "
3433,William Shakespeare,"Mar 28, 2018, 4:17 AM",Whom thus the Prince of darkness answered glad. 
3434,William Shakespeare,"Mar 28, 2018, 4:17 AM","With all the creatures, and their seed preserve. "
3435,William Shakespeare,"Mar 28, 2018, 4:16 AM",That we were formed then sayest thou? and the work 
3436,Mickey Mouse,"Mar 28, 2018, 3:47 AM",Eternal Father from his throne beheld 
3437,Mickey Mouse,"Mar 28, 2018, 3:46 AM","Strange contradiction, which to God himself "
3438,Mickey Mouse,"Mar 28, 2018, 3:46 AM",With glory and power to judge both quick and dead; 
3439,Mickey Mouse,"Mar 28, 2018, 3:46 AM",Whose inward apparition gently moved 
3440,Other,"Mar 28, 2018, 3:46 AM","Far differing from this world, thou hast revealed, "
3441,Mickey Mouse,"Mar 28, 2018, 3:45 AM","Gave them above their foes; not to have sinned, "
3442,Mickey Mouse,"Mar 28, 2018, 3:45 AM","Alas! both for the deed, and for the cause! "
3443,Other,"Mar 28, 2018, 3:45 AM","He took the golden compasses, prepared "
3444,Mickey Mouse,"Mar 28, 2018, 3:44 AM","Produces, with terrestrial humour mixed, "
3445,Mickey Mouse,"Mar 28, 2018, 3:43 AM",Somewhat extravagant and wild; perhaps 
3446,Mickey Mouse,"Mar 28, 2018, 3:42 AM",In progress through the road of Heaven star-paved. 
3447,Other,"Mar 28, 2018, 3:41 AM","Feed first; on each beast next, and fish, and fowl; "
3448,Mickey Mouse,"Mar 28, 2018, 3:41 AM",Since Michael and his Powers went forth to tame 
3449,Other,"Mar 28, 2018, 3:41 AM",With blessedness.  Whence Adam soon repealed 
3450,Mickey Mouse,"Mar 28, 2018, 3:41 AM","Dim erst, dilated spirits, ampler heart, "
3451,Mickey Mouse,"Mar 28, 2018, 3:40 AM",Him thus intent Ithuriel with his spear 
3452,Mickey Mouse,"Mar 28, 2018, 3:39 AM","Mount Carmel; here, the double-founted stream, "
3453,Mickey Mouse,"Mar 28, 2018, 3:39 AM",Nor what the potent Victor in his rage 
3454,Mickey Mouse,"Mar 28, 2018, 3:39 AM","In triumph and luxurious wealth, are they "
3455,Mickey Mouse,"Mar 28, 2018, 3:38 AM","Be then his love accursed, since love or hate, "
3456,Other,"Mar 28, 2018, 3:38 AM","That mighty leading Angel, who of late "
3457,Other,"Mar 28, 2018, 3:38 AM","Him lord pronounced; and, O indignity! "
3458,Other,"Mar 28, 2018, 3:38 AM",And overwhelm their war:  The race elect 
3459,Other,"Mar 28, 2018, 3:37 AM","Am found eternal, and incorporate both; "
3460,Other,"Mar 28, 2018, 3:37 AM",These in their dark nativity the deep 
3461,Other,"Mar 28, 2018, 3:37 AM","Flew through the midst of Heaven; the angelick quires, "
3462,Mickey Mouse,"Mar 28, 2018, 3:36 AM","Drove them before him thunder-struck, pursued "
3463,Other,"Mar 28, 2018, 3:36 AM","On flowers reposed, and with fresh flowerets crowned, "
3464,Mickey Mouse,"Mar 28, 2018, 3:36 AM","Of many ways to die the shortest choosing, "
3465,Mickey Mouse,"Mar 28, 2018, 3:35 AM","In serpent, inmate bad! and toward Eve "
3466,Mickey Mouse,"Mar 28, 2018, 3:35 AM",Our heavenly stranger:  Well we may afford 
3467,Other,"Mar 28, 2018, 3:33 AM","Better abode, and my afflicted Powers "
3468,Mickey Mouse,"Mar 28, 2018, 3:33 AM","Thus he resolved, but first from inward grief "
3469,Other,"Mar 28, 2018, 3:33 AM","Interpreted,) which not long after, he "
3470,Other,"Mar 28, 2018, 3:33 AM","Each flower of slender stalk, whose head, though gay "
3471,Other,"Mar 28, 2018, 3:32 AM","Sole partner, and sole part, of all these joys, "
3472,Mickey Mouse,"Mar 28, 2018, 3:31 AM","Did first create your leader--next, free choice "
3473,Mickey Mouse,"Mar 28, 2018, 3:30 AM","Borne through the hollow dark, assaults his ear "
3474,Mickey Mouse,"Mar 28, 2018, 3:29 AM","Repeated; while the sedentary Earth, "
3475,Mickey Mouse,"Mar 28, 2018, 3:29 AM","Of Seraphim, and Potentates, and Thrones, "
3476,Mickey Mouse,"Mar 28, 2018, 3:28 AM",In search of whom they sought:  Him there they found 
3477,Other,"Mar 28, 2018, 3:28 AM","The strife of glory; which we mean to win, "
3478,Mickey Mouse,"Mar 28, 2018, 3:28 AM",No rest. Through many a dark and dreary vale 
3479,Mickey Mouse,"Mar 28, 2018, 3:28 AM","For you, there sitting where ye durst not soar: "
3480,Mickey Mouse,"Mar 28, 2018, 3:27 AM","Not felt, nor shall be twice; for never more "
3481,Mickey Mouse,"Mar 28, 2018, 3:27 AM",Vapours not yet into her substance turned. 
3482,Other,"Mar 28, 2018, 3:27 AM","Whose virtue for of good still good proceeds, "
3483,Other,"Mar 28, 2018, 3:27 AM","Our fealty from God, or to disturb "
3484,Mickey Mouse,"Mar 28, 2018, 3:26 AM","Godlike erect, with native honour clad "
3485,Mickey Mouse,"Mar 28, 2018, 3:26 AM","Globose, and every magnitude of stars, "
3486,Other,"Mar 28, 2018, 3:26 AM",Regardless whether good or evil fame. 
3487,Other,"Mar 28, 2018, 3:26 AM","Pasturing at once, and in broad herds upsprung. "
3488,Mickey Mouse,"Mar 28, 2018, 3:26 AM","Where lodged, or whither fled, or if for fight, "
3489,Other,"Mar 28, 2018, 3:25 AM",But not in silence holy kept: the harp 
3490,Mickey Mouse,"Mar 28, 2018, 3:25 AM",All nations shall be blest: he straight obeys; 
3491,Other,"Mar 28, 2018, 3:25 AM",For ever now to have their lot in pain-- 
3492,Other,"Mar 28, 2018, 3:25 AM",In their triple degrees; regions to which 
3493,Other,"Mar 28, 2018, 3:25 AM","High thron'd above all highth, bent down his eye "
3494,Other,"Mar 28, 2018, 3:24 AM","Th' infection, when their borrowed gold composed "
3495,Mickey Mouse,"Mar 28, 2018, 3:24 AM","Or in Dodona, and through all the bounds "
3496,Other,"Mar 28, 2018, 3:24 AM","And good he made thee, but to persevere "
3497,Other,"Mar 28, 2018, 3:24 AM",(What could it less when Spirits immortal sing?) 
3498,Mickey Mouse,"Mar 28, 2018, 3:24 AM","Dark with excessive bright thy skirts appear, "
3499,Other,"Mar 28, 2018, 3:24 AM","Equal, have I to render thee, divine "
3500,Mickey Mouse,"Mar 28, 2018, 3:23 AM","Forthwith from out the ark a raven flies, "
3501,Other,"Mar 28, 2018, 3:08 AM","Oppressed them, wearied with their amorous play, "
3502,Mickey Mouse,"Mar 28, 2018, 2:14 AM","Through all his realm, and there confounded leave; "
3503,Mickey Mouse,"Mar 28, 2018, 2:14 AM","Till, dieted by thee, I grow mature "
3504,Other,"Mar 28, 2018, 2:13 AM","And in whose hand what by decree I do, "
3505,Mickey Mouse,"Mar 28, 2018, 2:11 AM","It lies, yet ere conception to prevent "
3506,Mickey Mouse,"Mar 28, 2018, 2:06 AM",Is open? or will God incense his ire 
3507,Mickey Mouse,"Mar 28, 2018, 2:05 AM",Smote him into the midriff with a stone 
3508,Mickey Mouse,"Mar 28, 2018, 2:05 AM","Set over all his works; which in our fall, "
3509,Mickey Mouse,"Mar 28, 2018, 2:04 AM","Us to abolish, lest the Adversary "
3510,William Shakespeare,"Mar 28, 2018, 1:48 AM","Heroick built, though of terrestrial mould; "
3511,William Shakespeare,"Mar 28, 2018, 1:46 AM",So in his seed all nations shall be blest. 
3512,Mickey Mouse,"Mar 28, 2018, 12:43 AM","In which they were, or the fierce pains not feel; "
3513,Mickey Mouse,"Mar 28, 2018, 12:43 AM","Hypocrisy, the only evil that walks "
3514,Other,"Mar 28, 2018, 12:42 AM","Eden, and all the coast, in prospect lay. "
3515,Other,"Mar 28, 2018, 12:07 AM","The other's not, for his was not sincere; "
3516,Mickey Mouse,"Mar 27, 2018, 5:13 PM","Or in Dodona, and through all the bounds "
3517,William Shakespeare,"Mar 27, 2018, 4:52 PM",Whom thus the Prince of darkness answered glad. 
3518,Mickey Mouse,"Mar 27, 2018, 4:35 PM",Instructed that to God is no access 
3519,William Shakespeare,"Mar 27, 2018, 4:34 PM","Or equal what between us made the odds, "
3520,Mickey Mouse,"Mar 27, 2018, 4:31 PM","And flowers aloft shading the fount of life, "
3521,Mickey Mouse,"Mar 26, 2018, 7:06 PM",In Eden; distance inexpressible 
3522,Other,"Mar 26, 2018, 7:05 PM","Still urges, and a fiery deluge, fed "
3523,Mickey Mouse,"Mar 26, 2018, 7:01 PM","That with the Mightiest raised me to contend, "
3524,Mickey Mouse,"Mar 26, 2018, 6:59 PM","And I will place within them as a guide, "
3525,Mickey Mouse,"Mar 26, 2018, 6:02 PM","And brief related whom they brought, where found, "
3526,Other,"Mar 26, 2018, 6:01 PM",Without copartner? so to add what wants 
3527,Mickey Mouse,"Mar 24, 2018, 9:59 PM","Of Spirits malign, a better race to bring "
3528,Mickey Mouse,"Mar 24, 2018, 9:59 PM","Me, now your curse!  Ah, why should all mankind, "
3529,Other,"Mar 24, 2018, 9:21 PM",Or touch with lightest moment of impulse 
3530,Other,"Mar 23, 2018, 8:05 PM","Thou leadest me; and to the hand of Heaven submit, "
3531,Mickey Mouse,"Mar 23, 2018, 7:55 PM",This hill; let Eve (for I have drenched her eyes) 
3532,Mickey Mouse,"Mar 23, 2018, 7:38 PM","Of wisdom; hope no higher, though all the stars "
3533,Mickey Mouse,"Mar 23, 2018, 7:38 PM",The power of the Most High:  He shall ascend 
3534,Mickey Mouse,"Mar 23, 2018, 7:38 PM","To visit how they prospered, bud and bloom, "
3535,Mickey Mouse,"Mar 23, 2018, 7:37 PM", 
3536,Mickey Mouse,"Mar 23, 2018, 7:37 PM","And Adam, wedded to another Eve, "
3537,Mickey Mouse,"Mar 23, 2018, 7:35 PM","So as not either to provoke, or dread "
3538,Other,"Mar 23, 2018, 7:32 PM","Of sorrow, and dejection, and despair, "
3539,Other,"Mar 23, 2018, 7:32 PM","Of true allegiance, constant faith or love, "
3540,Mickey Mouse,"Mar 23, 2018, 7:29 PM","And swims, or sinks, or wades, or creeps, or flies. "
3541,Mickey Mouse,"Mar 23, 2018, 7:29 PM","Pursuing, drive them out from God and bliss, "
3542,Mickey Mouse,"Mar 23, 2018, 7:29 PM",And valour and heroick virtue called; 
3543,Other,"Mar 23, 2018, 7:28 PM",In triumph issuing forth their glorious Chief; 
3544,Other,"Mar 23, 2018, 7:28 PM","And, to the faithful, death the gate of life; "
3545,Mickey Mouse,"Mar 23, 2018, 7:12 PM","But say I could repent, and could obtain, "
3546,Other,"Mar 23, 2018, 4:15 AM","Perhaps thy capital seat, from whence had spread "
3547,Other,"Mar 23, 2018, 4:15 AM","Others among the chief might offer now, "
3548,Other,"Mar 23, 2018, 12:08 AM","With hideous ruin and combustion, down "
3549,William Shakespeare,"Mar 23, 2018, 12:04 AM",Given him by this great conference to know 
3550,Other,"Mar 22, 2018, 10:48 PM","Second to me or like, equal much less. "
3551,Other,"Mar 22, 2018, 10:48 PM","All patience.  He, who therefore can invent "
3552,Mickey Mouse,"Mar 22, 2018, 10:13 PM","He came; and with him Eve, more loth, though first "
3553,Mickey Mouse,"Mar 22, 2018, 10:13 PM","The bird of Jove, stooped from his aery tour, "
3554,Mickey Mouse,"Mar 22, 2018, 10:12 PM","This said, they both betook them several ways, "
3555,Other,"Mar 22, 2018, 9:54 PM","Imbued, bring to their sweetness no satiety. "
3556,Other,"Mar 22, 2018, 9:35 PM",Shall I appear? shall I to him make known 
3557,Other,"Mar 22, 2018, 9:23 PM",Betook her to the groves; but Delia's self 
3558,Other,"Mar 22, 2018, 9:22 PM","The addition of his empire, how it showed "
3559,Other,"Mar 22, 2018, 9:22 PM","Scorning surprise. Or, could we break our way "
3560,Other,"Mar 22, 2018, 9:22 PM","His odious offerings, and adore the gods "
3561,William Shakespeare,"Mar 22, 2018, 6:45 PM","Infinite wrath, and infinite despair? "
3562,Mickey Mouse,"Mar 22, 2018, 6:42 PM","Through Chaos hurled, obstruct the mouth of Hell "
3563,Other,"Mar 18, 2018, 1:42 AM","He walked with, to support uneasy steps "
3564,Other,"Mar 17, 2018, 3:08 PM",Secure from outward force; within himself 
3565,Other,"Mar 17, 2018, 3:07 PM",And drink the liquid light; firm to retain 
3566,Other,"Mar 17, 2018, 2:03 PM","A passage down to the Earth, a passage wide, "
3567,William Shakespeare,"Mar 16, 2018, 5:15 AM","Of guile, of hate, of envy, of revenge: "
3568,William Shakespeare,"Mar 16, 2018, 5:15 AM","Through the wide Ethiopian to the Cape, "
3569,Other,"Mar 16, 2018, 3:58 AM","Plenipotent on earth, of matchless might "
3570,Other,"Mar 16, 2018, 3:44 AM","Still tend from bad to worse; till God at last, "
3571,Other,"Mar 16, 2018, 3:43 AM","From hence no cloud, or, to obstruct his sight, "
3572,Other,"Mar 16, 2018, 3:42 AM","I sdeined subjection, and thought one step higher "
3573,Other,"Mar 16, 2018, 3:41 AM","By spiritual, to themselves appropriating "
3574,Other,"Mar 16, 2018, 3:41 AM","Towards either throne they bow, and to the ground "
3575,Other,"Mar 16, 2018, 3:34 AM",Till many years over thy head return: 
3576,Mickey Mouse,"Mar 14, 2018, 8:55 AM","Subduing nations, and achieved thereby "
3577,Other,"Mar 14, 2018, 5:11 AM","She disappeared, and left me dark; I waked "
3578,William Shakespeare,"Mar 11, 2018, 12:04 AM","Scout far and wide into the realm of Night, "
3579,William Shakespeare,"Mar 11, 2018, 12:04 AM",That on my head all might be visited; 
3580,Mickey Mouse,"Mar 11, 2018, 12:03 AM","To deepest Hell, and, to repair that loss, "
3581,Mickey Mouse,"Mar 11, 2018, 12:03 AM",So easily obeyed amid the choice 
3582,Other,"Mar 11, 2018, 12:03 AM","So spake the Fiend, and with necessity, "
3583,Mickey Mouse,"Mar 11, 2018, 12:02 AM",On whom the great Creator hath bestowed 
3584,William Shakespeare,"Mar 11, 2018, 12:02 AM","With glistering spires and pinnacles adorned, "
3585,Donald Duck,"Mar 11, 2018, 12:02 AM","Celestial, whether among the Thrones, or named "
3586,Other,"Mar 11, 2018, 12:00 AM","'For Gods, yet able to make Gods of Men: "
3587,Mickey Mouse,"Mar 11, 2018, 12:00 AM","Both him and thee, and all the heavenly host "
3588,Mickey Mouse,"Mar 11, 2018, 12:00 AM","Giving to death, and dying to redeem, "
3589,Other,"Mar 10, 2018, 11:59 PM","And, to the faithful, death the gate of life; "
3590,Mickey Mouse,"Mar 10, 2018, 11:59 PM","Silence, and with these words attention, won. "
3591,Other,"Mar 10, 2018, 11:59 PM","Of guardians bright, when he from Esau fled "
3592,Donald Duck,"Mar 10, 2018, 11:58 PM",To Haran; after him a cumbrous train 
3593,Donald Duck,"Mar 10, 2018, 11:58 PM","And, smiling, to his only Son thus said. "
3594,Donald Duck,"Mar 10, 2018, 11:58 PM",Their painful steps o'er the burnt soil. And now 
3595,Donald Duck,"Mar 10, 2018, 11:58 PM","Just for unjust; that, in such righteousness "
3596,Other,"Mar 10, 2018, 11:57 PM","Boreas, and Caecias, and Argestes loud, "
3597,Other,"Mar 10, 2018, 11:57 PM","Thee satiate, to short absence I could yield: "
3598,Donald Duck,"Mar 10, 2018, 11:57 PM",Down he alights among the sportful herd 
3599,Donald Duck,"Mar 10, 2018, 11:57 PM","With Heaven's afflicting thunder, and besought "
3600,Donald Duck,"Mar 10, 2018, 11:56 PM",That landskip:  And of pure now purer air 
3601,Mickey Mouse,"Mar 5, 2018, 11:32 PM",Stood like a tower. His form had yet not lost 
3602,Other,"Mar 5, 2018, 11:30 PM","Murmuring, and with him fled the shades of night. "
3603,Other,"Mar 5, 2018, 11:30 PM",Nor shall I to the work thou enterprisest 
3604,Mickey Mouse,"Mar 5, 2018, 10:57 PM","Of love and youth not lost, songs, garlands, flowers, "
3605,William Shakespeare,"Mar 5, 2018, 10:54 PM","Above the clouds will pine his entrails gross, "
3606,William Shakespeare,"Mar 5, 2018, 10:54 PM","My wandering, had not he, who was my guide "
3607,Mickey Mouse,"Mar 5, 2018, 7:22 PM",A mighty nation; and upon him shower 
3608,Mickey Mouse,"Mar 5, 2018, 7:21 PM","O Sons, like one of us Man is become "
3609,Mickey Mouse,"Mar 5, 2018, 7:21 PM","Can execute their airy purposes, "
3610,Mickey Mouse,"Mar 5, 2018, 7:21 PM","A glorious apparition, had not doubt "
3611,William Shakespeare,"Mar 5, 2018, 5:53 PM","In Argob and in Basan, to the stream "
3612,William Shakespeare,"Mar 5, 2018, 5:53 PM","And choral symphonies, day without night, "
3613,Mickey Mouse,"Mar 2, 2018, 10:57 PM","To Satan first in sin his doom applied, "
3614,Other,"Mar 2, 2018, 10:57 PM",And from the well of life three drops instilled. 
3615,Other,"Mar 2, 2018, 10:57 PM","Cerastes horned, Hydrus, and Elops drear, "
3616,Mickey Mouse,"Mar 2, 2018, 10:47 PM","This essence to incarnate and imbrute, "
3617,Mickey Mouse,"Mar 2, 2018, 10:47 PM","Than to submit, boasting I could subdue "
3618,Mickey Mouse,"Mar 2, 2018, 10:47 PM","Suitable grace diffused, so well he feigned: "
3619,Mickey Mouse,"Mar 2, 2018, 10:46 PM","Chiefly I sought, without thee can despise. "
3620,Other,"Mar 2, 2018, 10:42 PM","Of Abbana and Pharphar, lucid streams. "
3621,Other,"Mar 2, 2018, 10:42 PM","Some disadvantage we endured and pain, "
3622,Other,"Mar 2, 2018, 10:42 PM",To deathless pain?  How gladly would I meet 
3623,William Shakespeare,"Feb 28, 2018, 7:55 PM",Millions of fierce encountering Angels fought 
3624,Mickey Mouse,"Feb 28, 2018, 7:41 PM",And life more perfect have attained than Fate 
3625,Other,"Feb 28, 2018, 7:38 PM","Degraded, to what wretched state reserved! "
3626,Other,"Feb 28, 2018, 7:37 PM","Presence Divine; and to my sons relate, "
3627,Mickey Mouse,"Feb 28, 2018, 7:37 PM","In time of dearth, a son whose worthy deeds "
3628,Other,"Feb 28, 2018, 7:37 PM","Or one short sigh of human breath, upborne "
